Domain,,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference,Improvement,Tradeoff
Locality Sensitive Hashing,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,312,,Locality Sensitive Hashing,MinHash,1.0,,,1997,https://ieeexplore.ieee.org/document/666900,yes,,MinHash,Broder,,,O(k)?,1.0,,words,Word RAM,"n: number of elements
k: number of hash functions
s: number of elements to keep track of",n,O(k(n + s*(lg s)*(lg n)))?,6.0,computing fingerprints (assume hash functions take O(1) time) and setting up heap/BST. source is for 1-hash-function variant,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=666900,O(lg s)?,1.0,assume hash functions take O(1) time to evaluate. source is for 1-hash-function variant,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=666900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(s) per document,1.0,computing similarity via Jaccard similarity coefficient,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=666900,1,0
Monotone Priority Queue,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,125,,Monotone Priority Queue,Bucket Queue (Bounded-height Priority Queue),1.0,,,1969,https://dl.acm.org/doi/10.1145/363269.363610,yes,,Bucket_queue,Dial,,,O(n + C),6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n),6.0,,,O(1),1.0,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,O(C),6.0,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,,,,,,,,,,,,,O(1),1.0,only max,,O(1),1.0,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Monotone Priority Queue,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,129,,Monotone Priority Queue,Multi-level Bucket Queue,1.0,,Denardo and Fox,1979,https://www.jstor.org/stable/170249,yes,,,"Denardo, Fox",,,O(n + C)?,6.0,http://courses.csail.mit.edu/6.854/16/Notes/n5-bucket.html,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O((n lg C)/(lg lg C))?,6.99,based off of insert runtime,,O((lg C)/(lg lg C)),2.99,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,O((lg C)/(lg lg C)),2.99,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,,,,,,,,,,,,,O(1),1.0,only max,,O(1),1.0,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Monotone Priority Queue,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,127,,Monotone Priority Queue,Radix Heap,1.0,,One-level Radix Heap,1990,https://dl.acm.org/doi/10.1145/77600.77615,no,,Radix_heap,Johnson,,,O(n + lg C),6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(C + n lg C)?,7.0,based off of insert runtime + bucket creation,,O(lg C),3.0,,https://dl.acm.org/doi/pdf/10.1145/77600.77615,O(lg C),3.0,(possibly O(1) amortized?),https://dl.acm.org/doi/pdf/10.1145/77600.77615,,,,,,,,,,,,,O(1),1.0,only max,,O(1),1.0,,https://dl.acm.org/doi/pdf/10.1145/77600.77615,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Monotone Priority Queue,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,128,,Monotone Priority Queue,Radix Heap,1.0,,Two-level Radix Heap,1990,https://dl.acm.org/doi/10.1145/77600.77615,yes,,Radix_heap,"Ahuja, Mehlhorn, Orlin, Tarjan",,,O(n + sqrt(lg C))?,6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n  + sqrt(lg C))?,6.0,based off of insert runtime + bucket creation,,O(1),1.0,amortized,https://dl.acm.org/doi/10.1145/77600.77615,"O(min{sqrt(lg C), lg n})",2.5,amortized,https://dl.acm.org/doi/10.1145/77600.77615,,,,,,,,,,,,,O(1),1.0,only max,,O(1),1.0,amortized,https://dl.acm.org/doi/10.1145/77600.77615,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Monotone Priority Queue,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,122,,Monotone Priority Queue,AF-Heap,1.0,Heap (assume this is a max heap),,1994,https://www.sciencedirect.com/science/article/pii/S0022000005800649,yes,Uses the transdichotomous model,AF-heap,"Fredman, Willard",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,"derivable from ""insert"" runtime",,O(1),1.0,amortized,https://www.sciencedirect.com/science/article/pii/S0022000005800649,O((lg n)/(lg lg n)),2.99,amortized and for max only,https://www.sciencedirect.com/science/article/pii/S0022000005800649,,,,,,,,,O(n)?,6.0,amortized (given the runtime for insert),,O(1),1.0,amortized and only max,https://www.sciencedirect.com/science/article/pii/S0022000005800649,O(1),1.0,amortized,https://www.sciencedirect.com/science/article/pii/S0022000005800649,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Monotone Priority Queue,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,133,,Monotone Priority Queue,Monotone Min-PQ,1.0,,,1996,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,yes,,,Raman,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,based off of insert runtime,,O(1),1.0,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,O(sqrt((lg n)(lg lg n))),2.5,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,,,,,,,,,,,,,O(1),1.0,amortized and only max,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,O(1),1.0,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Monotone Priority Queue,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,130,,Monotone Priority Queue,"Heap-on-top Queue, general",1.0,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,Heap-on-top_(HOT)_queue,"Cherkassky, Goldberg, Silverstein",,,O(n + kC^(1/k) + S(n))? (S(n) denotes the size of the heap),6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time
k: number of bucket levels
t: bucket size parameter",n,O(n(k + I(n)))?,6.0,"based off of insert runtime. I(n) denotes ""insert"" runtime for heap",,O(k + I(n)),1.0,"I(n) denotes ""insert"" runtime for heap",https://epubs.siam.org/doi/10.1137/S0097539796313490,O(F(n) + X(n) + kC^(1/k)/t),3.0,for max only. F(n) denotes runtime for find-max of heap and X(n) denotes runtime for delete-max of heap,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(F(n))?,1.0,only max. F(n) denotes runtime for find-max for heap,,O(D(n) + I(n)),1.0,D(n) denotes runtime for increase-key for heap and I(n) denotes runtime for insert for heap,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Monotone Priority Queue,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,131,,Monotone Priority Queue,Heap-on-top Queue with Fibonacci Heaps,1.0,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,,"Cherkassky, Goldberg, Silverstein",,,O(n + (sqrt(lg C))C^(1/sqrt(lg C)))?,6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n sqrt(lg C))?,6.5,based off of insert runtime,,O(sqrt(lg C)),2.5,amortized,https://epubs.siam.org/doi/10.1137/S0097539796313490,O(sqrt(lg C)),2.5,amortized and for max only,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(1)?,1.0,only max,,O(1),1.0,amortized,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Monotone Priority Queue,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,132,,Monotone Priority Queue,Heap-on-top Queue with Thorup's heaps,1.0,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,,"Cherkassky, Goldberg, Silverstein",,,O(n + ((lg C)^1/3)C^(1/(lg C)^1/3))?,6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time
eps: any parameter >0",n,O(n(lg C)^1/3)?,6.33,based off of insert runtime. also expected runtime,,O((lg C)^1/3),2.33,amortized expected,https://epubs.siam.org/doi/10.1137/S0097539796313490,O((lg C)^(1/3+eps)),2.33,amortized expected and for max only,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(1)?,1.0,amortized expected and only max,,O(1),1.0,amortized expected,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Monotone Priority Queue,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,123,,Monotone Priority Queue,,1.0,,"Thorup, Theorem 1.1",2000,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,yes,,,Thorup,,,O(n*2^(w*eps)),8.01,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,words,Word RAM,"n: number of elements
w: word size
eps: any parameter >0",n,O(n lg lg n)?,6.01,based off of insert runtime,,O(lg lg n),2.0,,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(lg lg n),2.0,for max only,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,O(1),1.0,only max,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1)?,1.0,amortized (see lemma 1.7),https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Monotone Priority Queue,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,134,,Monotone Priority Queue,,1.0,,"Thorup, Corollary 1.8",2000,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,yes,randomized,,Thorup,,,O(n),6.0,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,words,Word RAM,"n: number of elements
eps: any parameter >0",n,O(n)?,6.0,based off of insert runtime. also expected runtime,,O(1),1.0,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O((lg n)^(1/2+eps)),2.5,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,O(1),1.0,amortized expected and only max,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1),1.0,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Monotone Priority Queue,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,126,,Monotone Priority Queue,Untidy priority queue,1.0,,,2006,https://www.sciencedirect.com/science/article/pii/S0021999105003736,yes?,based off of bucket queue; approximate (as it quantizes priorities),,"Yatziv, Bartesaghi, Sapiro",,,O(n + C),6.0,,words,Word RAM,"n: number of elements
C: max range of of distinct (integer) priorities at a time (related to error bounds)",n,O(n),6.0,,,O(1),1.0,,,O(C),6.0,,,,,,,,,,,,,,,O(1),1.0,only max,,O(1),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Nearest Neighbor Search,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,160,,Nearest Neighbor Search,BK-Tree,1.0,Tree for discrete metric spaces (e.g. levenshtein distance on strings),,1973,https://dl.acm.org/doi/10.1145/362003.362025,yes,,BK-tree,"Burkhard, Keller",,,O(n),6.0,,words,Word RAM,"n: number of words
m: maximum length of word",n,O(n^2)?,9.0,worst-case,,O(n)?,6.0,worst-case,,O(n)?,6.0,worst-case,,O(n)?,6.0,worst-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6.0,worst-case,,,,,,,,,,1,0
Nearest Neighbor Search,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,145,,Nearest Neighbor Search,Point Quadtree,1.0,,,1974,https://link.springer.com/article/10.1007/BF00288933,yes,,Quadtree,"Finkel, Bentley",,,O(n),6.0,,words,Word RAM,n: number of points,n,O(n lg n),7.0,,https://link.springer.com/article/10.1007/BF00288933,O(n),6.0,under bad ordering,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,O(n),6.0,under bad ordering,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,O(n),6.0,under bad ordering. both for point and region?,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,1,0
Nearest Neighbor Search,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,154,,Nearest Neighbor Search,k-d Tree,1.0,,,1975,https://dl.acm.org/doi/10.1145/361002.361007,yes,,K-d_tree,Bentley,,,O(n),6.0,https://dl.acm.org/doi/10.1145/361002.361007,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n),7.0,(via median of medians),https://en.wikipedia.org/wiki/K-d_tree,O(lg n),3.0,"average-case, over all possible ""sequences of inserts""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3.0,"average-case, over all possible ""sequences of deletes""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3.0,average-case,https://dl.acm.org/doi/10.1145/361002.361007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n + k),6.0,(O(lg n) expected),https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,1,0
Nearest Neighbor Search,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,147,,Nearest Neighbor Search,PR (Point Region) Octree,1.0,,,1980,https://www.researchgate.net/publication/238720460,yes?,,Octree,Meagher,,,O(n+d^2)?,6.0,,words,Word RAM,"n: number of points
d: dimension of image, in pixels (assume image is square)",n,O((n lg n) + d^2)?,7.0,,,O(lg n + lg d)?,3.0,,,O(lg n + lg d)?,3.0,,,O(lg n + lg d)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,148,,Nearest Neighbor Search,MX (Matrix-based) Octree,1.0,,,1980,https://www.researchgate.net/publication/238720460,yes?,,,Meagher,,,O(n+d^2)?,6.0,,words,Word RAM,"n: number of points
d: dimension of image, in pixels (assume image is square)",n,O((n lg n) + d^2)?,7.0,,,O(lg n + lg d)?,3.0,,,O(lg n + lg d)?,3.0,,,O(lg n + lg d)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6.0,(unclear if source also covers MX octrees),https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,149,,Nearest Neighbor Search,R-tree,1.0,,,1984,http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf,yes,generally used in external memory models,R-tree,Guttman,,,O(n),6.0,,words,Word RAM,"n: number of objects
M: max page size (for now can be treated as O(1))
d: dimension of objects",n,O(n^2)?,9.0,worst-case; based on worst-case insert,,O(n),6.0,worst-case; average-case may be O(lg n),https://www2.cs.sfu.ca/CourseCentral/454/jpei/slides/R-Tree.pdf,O(n)?,6.0,similar to insert,,O(lg n)?,3.0,For a specific object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,159,,Nearest Neighbor Search,Ball Tree,1.0,,,1989,https://citeseerx.ist.psu.edu/doc_view/pid/17ac002939f8e950ffb32ec4dc8e86bdd8cb5ff1,yes?,,Ball_tree,Omohundro,,,O(n)?,6.0,,words,Word RAM,n: number of objects,n,O(n lg n),7.0,,https://citeseerx.ist.psu.edu/doc_view/pid/17ac002939f8e950ffb32ec4dc8e86bdd8cb5ff1,O(n)?,6.0,,,O(n)?,6.0,,,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,150,,Nearest Neighbor Search,R*-tree,1.0,,,1990,https://infolab.usc.edu/csci599/Fall2001/paper/rstar-tree.pdf,yes,,R*-tree,"Beckmann, Kriegel, Schneider, Seeger",,,O(n),6.0,,words,Word RAM,"n: number of objects
M: max page size (for now can be treated as O(1))
d: dimension of objects",n,O(n^2)?,9.0,worst-case; based on worst-case insert,,O(n),6.0,worst-case; average-case may be O(lg n),,O(n)?,6.0,similar to insert,,O(lg n)?,3.0,For a specific object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,163,,Nearest Neighbor Search,VP (Vantage Point) Tree,1.0,,,1991,https://www.sciencedirect.com/science/article/pii/002001909190074R,yes?,,Vantage-point_tree,Uhlmann,,,O(n),6.0,https://en.wikipedia.org/wiki/Vantage-point_tree,words,Word RAM,n: number of words,n,O(n lg n)?,7.0,based on insert runtime,,O(lg n)?,3.0,,,O(lg n)?,3.0,,,O(lg n),3.0,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ad79b6702e2097e3aea7cf17ab0751e834f2fd76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3.0,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ad79b6702e2097e3aea7cf17ab0751e834f2fd76,,,,,,,,,1,0
Nearest Neighbor Search,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,161,,Nearest Neighbor Search,M-tree,1.0,,,1997,https://www.vldb.org/conf/1997/P426.PDF,yes,,M-tree,"Ciaccia, Patella, Zezula",,,O(n)?,6.0,,words,Word RAM,"n: number of objects
m: max number of points per node",n,O((n lg n)/lg m)?,7.0,,,O((lg n)/(lg m))?,3.0,,,O((lg n)/(lg m))?,3.0,,,O((lg n)/(lg m))?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3.0,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,,0,0
Nearest Neighbor Search,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,157,,Nearest Neighbor Search,Relaxed k-d Tree,1.0,,,1998,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,yes,,Relaxed_k-d_tree,"Duch, Estivill-Castro, Martinez",,,O(n),6.0,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7.0,(via median of medians),,O(lg n),3.0,"average-case, over all possible ""sequences of inserts""",https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,O(lg n),3.0,"average-case, over all possible ""sequences of deletes""",https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,O(lg n),3.0,average-case,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3.0,expected,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,,,,,,,,,0,0
Nearest Neighbor Search,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,162,,Nearest Neighbor Search,PH-tree,1.0,,,2010,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,yes,,PH-tree,"Zaschke, Zimmerli, Norrie",,,O(n),6.0,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,words,Word RAM,"n: number of objects
d: number of dimensions of data",n,O(n lg n)?,7.0,based on insert runtime,,O(lg n),3.0,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3.0,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3.0,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6.0,,,,,,,,,,,0,0
Optimal Binary Search Tree (No Insert/Delete),54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,68,,Optimal Binary Search Tree (No Insert/Delete),Tango Tree,1.0,Self-balancing BST,,2004,http://erikdemaine.org/papers/Tango_SICOMP/paper.pdf,yes,O(lg lg n) competitive in dynamic setting,Tango_tree,"Demaine, Harmon, Iacono, Patrascu",,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,,,,,,,,,,,O((lg n)(lg lg n)),3.01,,https://dl.acm.org/doi/pdf/10.5555/1109557.1109600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Optimal Binary Search Tree (No Insert/Delete),55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,69,,Optimal Binary Search Tree (No Insert/Delete),Multi-Splay Tree,1.0,Self-balancing BST,,2004,http://reports-archive.adm.cs.cmu.edu/anon/2004/CMU-CS-04-171.pdf,yes,O(lg lg n) competitive in dynamic setting,,"Sleator, Wang",,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,,,,,,,,,,,O(lg n),3.0,amortized,http://reports-archive.adm.cs.cmu.edu/anon/2004/CMU-CS-04-171.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Optimal Binary Search Tree (No Insert/Delete),56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,70,,Optimal Binary Search Tree (No Insert/Delete),Cache-Splay Tree,1.0,Self-balancing BST,,2009,http://www.cs.cmu.edu/~jonderry/thesis.pdf,yes,O(lg lg n) competitive in dynamic setting; satisfies unified bound,,Derryberry,,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,,,,,,,,,,,O(lg n)?,3.0,amortized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
