Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
14,Minimum Spanning Tree (MST),1,"Undirected, General MST",160,,,1,1,"O(E*alpha(E, V))",,,[https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf Chazelle's algorithm (2000)],Chazelle's algorithm,2000,https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf,,,,0,0,5,"V: 5,
E: 3","$O(E*\alpha(E, V))$","V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary??,"Seems like it uses Boruvka phases and contracts the graph, which requires $O(E)$ space, and then additional information in the tree data structure/soft heap don't require space beyond that",,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,583,8.704974271,,,,,,,,5,,,Combinatorics
14,Minimum Spanning Tree (MST),1,"Undirected, General MST",161,,,1,1,O(E LogV (loglogV)^3),,,[https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf Thorup (reverse-delete) (2000)],Thorup (reverse-delete),2000,https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,,,,0,0,5.02,"V: 5.02,
E: 3",$O(E \log V (\log \log V)^3)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,154134,0.03292589565,,,,,,,,5,,,Combinatorics
15,Closest Pair Problem,1,"k-dimensional space, l_m (or l_infty) norm",165,,,1,1,O(kn loglogn+n*3^k),,,[https://www.sciencedirect.com/science/article/pii/0020019079900851 Fortune and Hopcroft (1979)],Fortune and Hopcroft,1979,https://www.sciencedirect.com/science/article/pii/0020019079900851,,,,0,0,4,"n: 4,
k: 8",$O(kn \log\log n+n*3^k)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,n: 3,O(n),can be easily derived? (can re-use space from recursive calls),1,0,,0,,0,,0,0,,0,0,https://ecommons.cornell.edu/bitstream/handle/1813/7460/78-340.pdf,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,3316,301.5681544,,,,,,,,4,,,Image Processing
15,Closest Pair Problem,1,"k-dimensional space, l_m (or l_infty) norm",166,,,1,1,O(kn logn),,,[https://www.springer.com/gp/book/9780387961316 F. Preparata and M. Shamos (1986)],F. Preparata and M. Shamos,1986,https://www.springer.com/gp/book/9780387961316,,,,0,0,4,"k: 3,
n: 4",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1,0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965,100.3512293,,,,,,,,4,,,Image Processing
15,Closest Pair Problem,1,"k-dimensional space, l_m (or l_infty) norm",167,,,1,1,O(3^k*n),Randomness within the algorithm steps themselves,,[https://dl.acm.org/citation.cfm?id=540196 Rabin' Algorithm (1976)],Rabin' Algorithm,1976,https://dl.acm.org/citation.cfm?id=540196,,,,1,5->6,5,"k: 8,
n: 5",$O(3^k*n^2)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,n: 3,O(n),can be easily derived,1,0,,1,Las Vegas,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,1000,1000,,1000000,1000000,,1000000000,1000000000,,4,,,Image Processing
15,Closest Pair Problem,1,"k-dimensional space, l_m (or l_infty) norm",168,,,1,1,O(kn logn),,,[https://dl.acm.org/citation.cfm?id=358850 Bentley (1980)],Bentley,1980,https://dl.acm.org/citation.cfm?id=358850,,,,0,0,4,"n: 4,
k: 3",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1,0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965,100.3512293,,,,,,,,4,,,Image Processing
15,Closest Pair Problem,1,"k-dimensional space, l_m (or l_infty) norm",169,,,1,1,O(kn logn),,,[https://dl.acm.org/citation.cfm?id=803652 Bentley; Shamos (1976)],Bentley; Shamos,1976,https://dl.acm.org/citation.cfm?id=803652,,,,0,0,4,"n: 4,
k: 3",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1,0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965,100.3512293,,,,,,,,4,,,Image Processing
15,Closest Pair Problem,1,"2-dimensional space, l_m (or l_infty) norm",170,,,1,1,O(n logn),,,[https://www.sciencedirect.com/science/article/pii/0020019088901500 Hinrichs; Nievergelt; Schorn (1988)],Hinrichs; Nievergelt; Schorn,1988,https://www.sciencedirect.com/science/article/pii/0020019088901500,,,,0,0,4,n: 4,$O(n \log n)$,n: number of points,n,,,Real RAM,words,3,n: 3,O(n),https://www.sciencedirect.com/science/article/pii/0020019088901500,0,1,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965,100.3512293,,,,,,,,4,,,Image Processing
15,Closest Pair Problem,1,"2-dimensional space, Euclidean metric",171,,,1,1,O(n logn),,,[https://ieeexplore.ieee.org/document/4567872 Shamos; Hoey (1975)],Shamos; Hoey,1975,https://ieeexplore.ieee.org/document/4567872,2,1,http://geomalgorithms.com/a09-_intersect-3.html,1,4->5,4,n: 4,$O(n \log n)$,n: number of points,n,,,Real RAM,words,3,n: 3,O(n),Voronoi diagrams require O(n) space,1,0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965,100.3512293,99.3512293,19931568.57,50171.66594,50170.66594,29897352854,33447777.3,33447776.3,4,,,Image Processing
15,Closest Pair Problem,1,2-dimensional array representation,173,,,1,1,O(n) using O(n^2) processors,,,[https://www.sciencedirect.com/science/article/pii/0020019080900356 Dyer (1980)],Dyer,1980,https://www.sciencedirect.com/science/article/pii/0020019080900356,,,,0,0,3,n: 3,$O(n)$ using $O(n^2)$ processors,n: number of points,n,,,log-space pyramid cellular automaton,words,5,n: 5,O(n^2),https://www.sciencedirect.com/science/article/pii/0020019080900356,0,1,,0,,0,,0,1,O(n^2),0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,1000,1000,,,,,,,,4,,,Image Processing
16,Shortest Path (Directed Graphs),1,general weights,174,,,1,1,O( V² EL),,,[https://apps.dtic.mil/sti/pdfs/AD0422842.pdf Bellman–Ford algorithm (Ford 1956) (1956)],Bellman–Ford algorithm (Ford 1956),1956,https://apps.dtic.mil/sti/pdfs/AD0422842.pdf,1,1,https://www.rand.org/pubs/papers/P923.html,1,0,7,"V: 7,
E: 3,
L: 3",$O(V^2 EL)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E),number of equations in LP; each equation has a constant number of variables,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",666.6666667,,666666.6667,,666666666.7,,7407407407,1,,7.40741E+18,1,,7.40741E+27,1,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,general weights,175,,,1,1,O(VE),,,[https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959) (1959)],Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),1959,https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf,,,,1,2->4,6,"V: 6,
E: 3",$O(VE)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),keeping track of distances,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",333.3333333,0.2599210499,333333.3333,0.2599210499,333333333.3,0.2599210499,222222,33333.36667,31.18299021,222222222222,33333333.33,320.8297949,2.22222E+17,33333333333,3217.297949,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Weights,176,,,1,1,O( V² logV),,,[https://www.jstor.org/stable/pdf/2627005.pdf Bellman–Ford algorithm (Dantzig 1960) (1960)],Bellman–Ford algorithm (Dantzig 1960),1960,https://www.jstor.org/stable/pdf/2627005.pdf,,,,0,0,5.01,V: 5.01,$O(V^2 \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E) (total),can be easily derived,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,931111,15910.90086,,,,,,,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Weights,177,,,1,1,O( V² ),,,[https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents Dijkstra's algorithm with list (Whiting & Hillier 1960) (1960)],Dijkstra's algorithm with list (Whiting & Hillier 1960),1960,https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents,,,,0,0,5,V: 5,O(V^2),"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with list",1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,111111,133333.4667,,,,,,,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Weights,178,,,1,1,O((E + V) log V),,,[https://dl.acm.org/citation.cfm?id=321993 Dijkstra's algorithm with binary heap (Johnson 1977) (1977)],Dijkstra's algorithm with binary heap (Johnson 1977),1977,https://dl.acm.org/citation.cfm?id=321993,,,,1,4->5,5.01,"V: 5.01,
E: 3",$O((E + V) \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,8380.821784,883852.1566,0.9193798649,18346606.07,403748103584,2.570030516,28312390353,2.61631E+17,5.75171023,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Weights,179,,,1,1,O(E + V log V),,,[https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987) (1984)],Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),1984,https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf,,,,0,0,5,"E: 3,
V: 5",$O(E + V \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,3460,4281738.386,,,,,,,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Integer Weights,180,,,1,1,O(E log log L),,,[https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983) (1981)],Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),1981,https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,2,1,https://link.springer.com/article/10.1007/BF01786986,1,0,5,"E: 3,
V: 5,
L: 1.99",$O(E \log \log L)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word RAM,words,3,"V: 3,
L: 3",O(V+L),https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,0,1,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,669.3,11067394.9,0.9132063615,1821347.23,4066993532946,2.194264973,1821347230,4.06699E+18,4.550996318,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Weights,181,,,1,1,O(E logL/log(2+(E/V))),,,[https://ieeexplore.ieee.org/document/4568085 Gabow's algorithm (1983)],Gabow's algorithm,1983,https://ieeexplore.ieee.org/document/4568085,,,,0,0,5,"E: 3,
V: 5,
L: 2",$O(E \log L/\log(2+(E/V)))$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,"V: 3,
E: 3",O(V+E)?,(keeping track of new graphs?),1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,4426,3347224.314,,,,,,,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),2,Nonnegative Integer Weights,182,,,1,1,O(E + V*((log(L))^0.5) ),,,[https://dl.acm.org/doi/10.1145/77600.77615 Gabow Ahuja Algorithm (1990)],Gabow Ahuja Algorithm,1990,https://dl.acm.org/doi/10.1145/77600.77615,,,,0,0,5,"E: 3,
V: 5,
L: 1.5",$O(E + V*((\log(L))^{0.5}) )$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word RAM,words,5,"V: 5,
E: 3
C: 2",O(E + \log C),https://dl.acm.org/doi/10.1145/77600.77615,0,1,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,1525,9714632.665,,,,,,,,2,,,Combinatorics
16,Shortest Path (Directed Graphs),1,Nonnegative Integer Weights,183,,,1,1,"O(E + V min(log log V, log log L))",,,[https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003 Thorup's algorithm (2004)],Thorup's algorithm,2004,https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003,,,,0,0,5,"E: 3,
V: 5,
L: 1.99","$O(E + V min(log log V, log log L))$","V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,"O(V)? (""linear-space queue"")",https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003,0,1,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,1686,8786960.151,,,,,,,,2,,,Combinatorics
17,All-Pairs Shortest Paths (APSP),2,APSP on Dense Directed Graphs with Arbitrary Weights,184,,,1,1,O(n^4),,,[https://link.springer.com/article/10.1007/BF02476438 Shimbel Algorithm (1953)],Shimbel Algorithm,1953,https://link.springer.com/article/10.1007/BF02476438,1,1,https://link.springer.com/content/pdf/10.1007/BF02476438.pdf,1,0,7,n: 7,$O(n^4)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses a $V \times V$ matrix to store and calculate distances,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,12345679012,1,,1.23457E+22,1,,1.23457E+34,1,,2,,,Combinatorics
17,All-Pairs Shortest Paths (APSP),2,APSP,185,,,1,1,O(n^3),,,[https://dl.acm.org/citation.cfm?id=368168 Floyd–Warshall algorithm (1962)],Floyd–Warshall algorithm,1962,https://dl.acm.org/citation.cfm?id=368168,,,,1,2->3,6,n: 6,$O(n^3)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses a $V \times V$ matrix to store and calculate distances,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,37037037,333.3333337,0.9068646188,3.7037E+16,333333.3333,3.108215283,3.7037E+25,333333333.3,7.850881521,2,,,Combinatorics
17,All-Pairs Shortest Paths (APSP),2,APSP on Dense Undirected Unweighted Graphs; APSP on Sparse Undirected Unweighted Graphs,186,,,1,1,O (n^{2.373} \log n),,,[https://www.sciencedirect.com/science/article/pii/S0022000085710781 Seidel's algorithm (1995)],Seidel's algorithm,1995,https://www.sciencedirect.com/science/article/pii/S0022000085710781,,,,1,0,5.373,n: 5.373,$O (n^{2.373} \log n)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses four auxiliary $V \times V$ matrices,1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,8100011,1524.155833,0.1906562983,234070670188821,52743383.02,0.5270777256,4.75081E+21,2598646354631,0.9751005894,2,,,Combinatorics
17,All-Pairs Shortest Paths (APSP),2,APSP on Dense Directed Graphs with Arbitrary Weights,187,,,1,1,O(n^3 /2^{(\log n)^{0.5}}),,,[https://dl.acm.org/citation.cfm?id=2591811 Williams (2014)],Williams,2014,https://dl.acm.org/citation.cfm?id=2591811,,,,0,0,6,n: 6,$O(n^3 /2^{(\log n)^{0.5}})$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,"Derived: discussed with Ryan, uses an auxiliary $V \times V$ matrix, and the space required for the matrix multiplication of $V \times d$ and $d \times V$ matrices is also $O(V^2)$",1,0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,4998250,2470.000303,,,,,,,,2,,,Combinatorics
