Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference
,Priority Queue,Beap,1,Heap (assume this is a max heap),,1980,https://www.sciencedirect.com/science/article/pii/0022000080900379,yes,implicit and searchable,Beap,"Munro, Suwanda",,,n + O(1),6,,words,Word RAM,n: number of elements,n,O(n lg n),7,,https://www.sciencedirect.com/science/article/pii/0022000080900379,O(sqrt(n)),5,constant of around 3sqrt(2),https://www.sciencedirect.com/science/article/pii/0022000080900379,O(sqrt(n)),5,constant of around 3sqrt(2),https://www.sciencedirect.com/science/article/pii/0022000080900379,O(sqrt(n)),5,constant of around 2sqrt(2),https://www.sciencedirect.com/science/article/pii/0022000080900379,,,,,O(n lg n)?,7,(best seems be to recreate the heap),,O(1),1,only max,https://www.sciencedirect.com/science/article/pii/0022000080900379,O(sqrt(n))?,5,delete + insert,,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,B-heap,1,Heap (assume this is a max heap),,2010,https://queue.acm.org/detail.cfm?id=1814327,yes?,binary heap more optimized for caches,B-heap,Kamp,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,,O(lg n),3,,,O(lg n),3,,,,,,,,,,,O(n),6,,,O(1),1,only max; also kept track of in the root,,O(lg n),3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,K-D heap,1,Heap (assume this is a max heap),,1993,https://link.springer.com/chapter/10.1007/3-540-57155-8_257,yes,multidimensional heap,K-D_heap,"Ding, Weiss",,,O_k(n),6,,words,Word RAM,"n: number of elements
k: number of keys/dimensions; typically treated as constant (but dependence is exponential)",n,O_k(n),6,,https://link.springer.com/chapter/10.1007/3-540-57155-8_257,O_k(lg n),3,,https://link.springer.com/chapter/10.1007/3-540-57155-8_257,O_k(lg n),3,"arbitrary item (though needs increase-key for non-max element), in any of the k keys",https://link.springer.com/chapter/10.1007/3-540-57155-8_257,,,,,,,,,O_k(lg n),3,,https://link.springer.com/chapter/10.1007/3-540-57155-8_257,O_k(1),1,"only max, in any of the k keys",https://link.springer.com/chapter/10.1007/3-540-57155-8_257,O_k(lg n),3,in any of the k keys,https://link.springer.com/chapter/10.1007/3-540-57155-8_257,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,Randomized Meldable Heap,1,Heap (assume this is a max heap),,1998,https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,yes,,Randomized_meldable_heap,"Gambin, Malinowski",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,"With high probability. Derivable from ""union"" runtime (as recursion is T(n)=2T(n/2)+O(lg n))",,O(lg n),3,With high probability,https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,O(lg n),3,With high probability. Arbitrary item (though needs increase-key for non-max element),https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,,,,,,,,,O(lg n),3,With high probability,https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,O(1),1,only max,https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,O(lg n),3,With high probability,https://link.springer.com/content/pdf/10.1007/3-540-49477-4_26.pdf,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,Soft Heap,1,Heap (assume this is a max heap),,2000,https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,yes,fast but randomly corrupts data,Soft_heap,Chazelle,,,O(n),6,,words,Word RAM,"n: number of elements
eps: error rate",n,O(n lg(1/eps)),6,"derivable from ""insert"" runtime",https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,O(lg(1/eps)),1,amortized,https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,O(1),1,amortized,https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,,,,,,,,,O(1),1,amortized,https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,O(1),1,"only max, amortized",https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,O(lg(1/eps)),1,amortized; see delete + insert,https://www.cs.princeton.edu/~chazelle/pubs/sheap.pdf,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,Shadow Heap,1,Heap (assume this is a max heap),,2000,https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,yes,"uses shadow merge, with tradeoff between insert and delete",Shadow_heap,Kuszmaul,,,O(n)?,6,,words,Word RAM,"n: number of elements
f: threshold function, between lg n and (lg n)(lg lg n)",n,O(n(lg n)(lg lg n)/f(n)),6.01,"derivable from ""insert"" runtime",,O((lg n)(lg lg n)/f(n)),1.5,amortized,https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,O(f(n)),3.01,amortized,https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,,,,,,,,,O(n*f(n)),7.01,amortized,https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,O(f(n)),3.01,"only max, amortized",https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,O(f(n)),3.01,amortized,https://ntrs.nasa.gov/api/citations/20000115620/downloads/20000115620.pdf,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,Red-Black Priority Queue,1,Heap (assume this is a max heap),,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1,only max,https://ieeexplore.ieee.org/document/377045,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,One-Step Priority Queue,1,Heap (assume this is a max heap),,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1,only max,https://ieeexplore.ieee.org/document/377045,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,AVL Priority Queue,1,Heap (assume this is a max heap),,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1,only max,https://ieeexplore.ieee.org/document/377045,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,"(a,b) Priority Queue",1,Heap (assume this is a max heap),,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1,only max,https://ieeexplore.ieee.org/document/377045,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,2-3 Heap,1,Heap (assume this is a max heap),,1999,https://www.sciencedirect.com/science/article/pii/S0166218X02002196,yes,,2–3_heap,Takaoka,,,O(n)?,6,,words,Word RAM,n: number of elements,n,O(n)?,6,,,O(1),1,amortized,https://www.sciencedirect.com/science/article/pii/S0166218X02002196,O(lg n),3,amortized and for max only,https://www.sciencedirect.com/science/article/pii/S0166218X02002196,,,,,,,,,O(n)?,6,based on insert runtime,,O(lg n)?,3,,,O(1),1,amortized,https://www.sciencedirect.com/science/article/pii/S0166218X02002196,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue,Leonardo Heap,1,Heap (assume this is a max heap),,1981,https://www.cs.utexas.edu/users/EWD/ewd07xx/EWD796a.PDF,yes,,Smoothsort,Dijkstra,,,O(n),6,(implicit),words,Word RAM,n: number of elements,n,O(n)?,6,,,O(lg n),3,,https://www.bowd.io/leonardo-heaps/,O(lg n),3,,https://www.bowd.io/leonardo-heaps/,,,,,,,,,O(n lg n)?,7,based on insert runtime,,O(1),1,only max; also kept track of somewhere in the DS,,O(lg n),3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Priority Queue with Search?,Small PQ,0.001,,,1996,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,yes,space-limited,,Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,AF-Heap,1,Heap (assume this is a max heap),,1994,https://www.sciencedirect.com/science/article/pii/S0022000005800649,yes,Uses the transdichotomous model,AF-heap,"Fredman, Willard",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,"derivable from ""insert"" runtime",,O(1),1,amortized,https://www.sciencedirect.com/science/article/pii/S0022000005800649,O((lg n)/(lg lg n)),2.99,amortized and for max only,https://www.sciencedirect.com/science/article/pii/S0022000005800649,,,,,,,,,O(n)?,6,amortized (given the runtime for insert),,O(1),1,amortized and only max,https://www.sciencedirect.com/science/article/pii/S0022000005800649,O(1),1,amortized,https://www.sciencedirect.com/science/article/pii/S0022000005800649,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,,1,,"Thorup, Theorem 1.1",2000,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,yes,,,Thorup,,,O(n*2^(w*eps)),8.01,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,words,Word RAM,"n: number of elements
w: word size
eps: any parameter >0",n,O(n lg lg n)?,6.01,based off of insert runtime,,O(lg lg n),2,,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(lg lg n),2,for max only,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,O(1),1,only max,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1)?,1,amortized (see lemma 1.7),https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,,0.001,,"Thorup, Theorem 1.3",2000,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,yes,assumes keys have w/((lg n)(lg lg n)) bits,,Thorup,,,O(n),6,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,words,Word RAM,"n: number of elements
w: word size",n,O(n)?,6,based off of insert runtime,,O(1),1,,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1),1,for max only,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,O(1),1,only max,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1)?,1,amortized (see lemma 1.7),https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Bucket Queue (Bounded-height Priority Queue),1,,,1969,https://dl.acm.org/doi/10.1145/363269.363610,yes,,Bucket_queue,Dial,,,O(n + C),6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n),6,,,O(1),1,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,O(C),6,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,,,,,,,,,,,,,O(1),1,only max,,O(1),1,,https://books.google.com/books?id=3k5MVjKzBP4C&pg=PA90#v=onepage&q&f=false,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Untidy priority queue,1,,,2006,https://www.sciencedirect.com/science/article/pii/S0021999105003736,yes?,based off of bucket queue; approximate (as it quantizes priorities),,"Yatziv, Bartesaghi, Sapiro",,,O(n + C),6,,words,Word RAM,"n: number of elements
C: max range of of distinct (integer) priorities at a time (related to error bounds)",n,O(n),6,,,O(1),1,,,O(C),6,,,,,,,,,,,,,,,O(1),1,only max,,O(1),1,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Radix Heap,1,,One-level Radix Heap,1990,https://dl.acm.org/doi/10.1145/77600.77615,no,,Radix_heap,Johnson,,,O(n + lg C),6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(C + n lg C)?,7,based off of insert runtime + bucket creation,,O(lg C),3,,https://dl.acm.org/doi/pdf/10.1145/77600.77615,O(lg C),3,(possibly O(1) amortized?),https://dl.acm.org/doi/pdf/10.1145/77600.77615,,,,,,,,,,,,,O(1),1,only max,,O(1),1,,https://dl.acm.org/doi/pdf/10.1145/77600.77615,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Radix Heap,1,,Two-level Radix Heap,1990,https://dl.acm.org/doi/10.1145/77600.77615,yes,,Radix_heap,"Ahuja, Mehlhorn, Orlin, Tarjan",,,O(n + sqrt(lg C))?,6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n  + sqrt(lg C))?,6,based off of insert runtime + bucket creation,,O(1),1,amortized,https://dl.acm.org/doi/10.1145/77600.77615,"O(min{sqrt(lg C), lg n})",2.5,amortized,https://dl.acm.org/doi/10.1145/77600.77615,,,,,,,,,,,,,O(1),1,only max,,O(1),1,amortized,https://dl.acm.org/doi/10.1145/77600.77615,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Multi-level Bucket Queue,1,,Denardo and Fox,1979,https://www.jstor.org/stable/170249,yes,,,"Denardo, Fox",,,O(n + C)?,6,http://courses.csail.mit.edu/6.854/16/Notes/n5-bucket.html,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O((n lg C)/(lg lg C))?,6.99,based off of insert runtime,,O((lg C)/(lg lg C)),2.99,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,O((lg C)/(lg lg C)),2.99,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,,,,,,,,,,,,,O(1),1,only max,,O(1),1,amortized,https://dl.acm.org/doi/pdf/10.5555/314161.314187,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,"Heap-on-top Queue, general",1,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,Heap-on-top_(HOT)_queue,"Cherkassky, Goldberg, Silverstein",,,O(n + kC^(1/k) + S(n))? (S(n) denotes the size of the heap),6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time
k: number of bucket levels
t: bucket size parameter",n,O(n(k + I(n)))?,6,"based off of insert runtime. I(n) denotes ""insert"" runtime for heap",,O(k + I(n)),1,"I(n) denotes ""insert"" runtime for heap",https://epubs.siam.org/doi/10.1137/S0097539796313490,O(F(n) + X(n) + kC^(1/k)/t),3,for max only. F(n) denotes runtime for find-max of heap and X(n) denotes runtime for delete-max of heap,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(F(n))?,1,only max. F(n) denotes runtime for find-max for heap,,O(D(n) + I(n)),1,D(n) denotes runtime for increase-key for heap and I(n) denotes runtime for insert for heap,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Heap-on-top Queue with Fibonacci Heaps,1,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,,"Cherkassky, Goldberg, Silverstein",,,O(n + (sqrt(lg C))C^(1/sqrt(lg C)))?,6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time",n,O(n sqrt(lg C))?,6.5,based off of insert runtime,,O(sqrt(lg C)),2.5,amortized,https://epubs.siam.org/doi/10.1137/S0097539796313490,O(sqrt(lg C)),2.5,amortized and for max only,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(1)?,1,only max,,O(1),1,amortized,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Heap-on-top Queue with Thorup's heaps,1,,,1999,https://epubs.siam.org/doi/10.1137/S0097539796313490,yes,,,"Cherkassky, Goldberg, Silverstein",,,O(n + ((lg C)^1/3)C^(1/(lg C)^1/3))?,6,,words,Word RAM,"n: number of elements
C: max range of of distinct priorities at a time
eps: any parameter >0",n,O(n(lg C)^1/3)?,6.33,based off of insert runtime. also expected runtime,,O((lg C)^1/3),2.33,amortized expected,https://epubs.siam.org/doi/10.1137/S0097539796313490,O((lg C)^(1/3+eps)),2.33,amortized expected and for max only,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,O(1)?,1,amortized expected and only max,,O(1),1,amortized expected,https://epubs.siam.org/doi/10.1137/S0097539796313490,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,Monotone Min-PQ,1,,,1996,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,yes,,,Raman,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,based off of insert runtime,,O(1),1,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,O(sqrt((lg n)(lg lg n))),2.5,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,,,,,,,,,,,,,O(1),1,amortized and only max,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,O(1),1,amortized,https://link.springer.com/chapter/10.1007/3-540-61680-2_51,,,,,,,,,,,,,,,,,,,,,,,,
,Monotone Priority Queue,,1,,"Thorup, Corollary 1.8",2000,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,yes,randomized,,Thorup,,,O(n),6,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,words,Word RAM,"n: number of elements
eps: any parameter >0",n,O(n)?,6,based off of insert runtime. also expected runtime,,O(1),1,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O((lg n)^(1/2+eps)),2.5,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,O(1),1,amortized expected and only max,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,O(1),1,amortized expected,https://epubs.siam.org/doi/pdf/10.1137/s0097539795288246,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Min-Max Heap,1,,,1986,https://dl.acm.org/doi/abs/10.1145/6617.6621,yes,,Min-max_heap,"Atkinson, Sack, Santoro, Strothotte",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,constant of 7/3,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n),3,constant of around 0.5,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n),3,min and max only; constant of 2.5,https://dl.acm.org/doi/abs/10.1145/6617.6621,,,,,,,,,O(n)?,6,essentially rebuild,,O(1),1,,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Diamond Deque,1,,,1993,https://www.sciencedirect.com/science/article/pii/002001909390101E,yes,,,"Chang, Du",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n),3,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n),3,min and max only,https://www.sciencedirect.com/science/article/pii/002001909390101E,,,,,,,,,O(n)?,6,essentially rebuild,,O(1),1,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Back-to-Back Heap,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Mergeable DEPQ,1,,Hoyer,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,,https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1,,https://ieeexplore.ieee.org/document/377045,O(lg n),3,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Symmetric Min-Max Heap,1,,,1999,https://liacs.leidenuniv.nl/~stefanovtp/courses/StudentenSeminarium/Papers/AL/SMMH.pdf,yes,,,"Arvind, Rangan",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n)?,6,,,O(lg n),3,,https://liacs.leidenuniv.nl/~stefanovtp/courses/StudentenSeminarium/Papers/AL/SMMH.pdf,O(lg n),3,min and max only,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,,,,,,,,,,,,,O(1),1,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Interval Heap,1,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,Double-ended_priority_queue,"van Leeuwen, Wood",,,n + O(1)?,6,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,min and max only,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1),1,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Deap,1,,,1987,https://www.sciencedirect.com/science/article/pii/0020019087900330,yes,,,Carlsson,,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,constant of around 2.05?,https://www.sciencedirect.com/science/article/pii/0020019087900330,O(lg n),3,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n),3,min and max only,https://www.sciencedirect.com/science/article/pii/0020019087900330,,,,,,,,,O(n)?,6,essentially rebuild,,O(1),1,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue,Interval *Heap,1,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,,"van Leeuwen, Wood",,,n + O(1)?,6,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,assumes position of element is known,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1)?,1,,,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,Double-ended Priority Queue with Complementary Range Queries,mmm-Interval Heap,1,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,,"van Leeuwen, Wood",,,n + O(1)?,6,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3,assumes position of element is known,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1)?,1,,,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,
